INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,ALINAN,STHAR_HTUR,TERMIN,SIPARIS_TARIHINDEN_GECEN_GUN,TERMINE_KALAN_GUN,KALAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA
700015,2023-01-04,SAS23000011,1,H00004,320.01.0002,10000,14.345,10000,YERLİ,2023-01-14,1303,,0,2,18.8,02,HM1,7630.3191,KAPALI,2023,1,1
700016,2023-01-04,SAS23000011,2,H00009,320.01.0002,1000,11.0334,1000,YERLİ,2023-04-04,1303,,0,2,18.8,02,HM1,586.883,KAPALI,2023,1,1
700017,2023-01-05,SAS23000012,1,H00016,320.01.0020,2000,26.6882,0,YERLİ,2023-03-06,1302,-1242,2000,2,18.8,02,HM1,2839.1702,ACIK,2023,1,1
700018,2023-01-05,SAS23000013,1,D00010,320.01.0026,120,194.413,120,YERLİ,2023-02-19,1302,,0,2,18.8,03,DG1,1240.934,KAPALI,2023,1,1
700019,2023-01-05,SAS23000013,2,H00004,320.01.0026,120,12.4273,120,YERLİ,2023-04-05,1302,,0,2,18.8,02,HM1,79.3232,KAPALI,2023,1,1
700020,2023-01-05,SAS23000013,3,H00009,320.01.0026,120,13.6888,120,YERLİ,2023-02-19,1302,,0,2,18.8,02,HM1,87.3753,KAPALI,2023,1,1
700021,2023-01-05,SAS23000014,1,H00016,320.01.0001,5000,28.9838,5000,YERLİ,2023-04-05,1302,,0,2,18.8,02,HM1,7708.4574,KAPALI,2023,1,1
700022,2023-01-05,SAS23000014,2,H00015,320.01.0001,5000,15.9294,2500,YERLİ,2023-03-06,1302,-1242,2500,2,18.8,02,HM1,4236.5426,ACIK,2023,1,1
700023,2023-01-06,SAS23000015,1,D00007,320.01.0001,500,67.6888,500,YERLİ,2023-03-07,1301,,0,2,18.8,03,DG1,1800.234,KAPALI,2023,1,1
700024,2023-01-06,SAS23000015,2,H00007,320.01.0001,5000,51.9546,5000,YERLİ,2023-01-21,1301,,0,2,18.8,02,HM1,13817.7128,KAPALI,2023,1,1
700025,2023-01-06,SAS23000015,3,H00002,320.01.0001,10000,50.6452,10000,YERLİ,2023-02-20,1301,,0,2,18.8,02,HM1,26938.9362,KAPALI,2023,1,1
700026,2023-01-06,SAS23000016,1,D00006,320.01.0004,250,114.0553,250,YERLİ,2023-02-20,1301,,0,2,18.8,03,DG1,1516.6928,KAPALI,2023,1,1
700027,2023-01-06,SAS23000017,1,H00009,320.01.0001,120,10.9564,120,YERLİ,2023-04-06,1301,,0,2,18.8,02,HM1,69.9345,KAPALI,2023,1,1
700028,2023-01-06,SAS23000017,2,H00010,320.01.0001,5000,15.5628,5000,YERLİ,2023-02-20,1301,,0,2,18.8,02,HM1,4139.0426,KAPALI,2023,1,1
700029,2023-01-06,SAS23000018,1,H00001,320.01.0009,1000,32.1822,1000,İTHAL,2023-02-20,1301,,0,2,18.8,02,HM1,1711.8191,KAPALI,2023,1,1
700030,2023-01-09,SAS23000019,1,D00004,320.01.0006,1000,13.8424,1000,YERLİ,2023-03-10,1298,,0,2,18.8,03,DG1,736.2979,KAPALI,2023,1,2
700031,2023-01-09,SAS23000020,1,D00005,320.01.0038,2000,151.9587,2000,YERLİ,2023-02-23,1298,,0,2,18.8,03,DG1,16165.8191,KAPALI,2023,1,2
700032,2023-01-09,SAS23000021,1,H00004,320.01.0010,250,12.6029,250,YERLİ,2023-02-08,1298,,0,2,18.8,02,HM1,167.5918,KAPALI,2023,1,2
700033,2023-01-09,SAS23000021,2,D00007,320.01.0010,1000,69.6114,1000,YERLİ,2023-01-19,1298,,0,2,18.8,03,DG1,3702.734,KAPALI,2023,1,2
700034,2023-01-09,SAS23000021,3,H00007,320.01.0010,10000,57.5572,10000,YERLİ,2023-01-24,1298,,0,2,18.8,02,HM1,30615.5319,KAPALI,2023,1,2
700035,2023-01-09,SAS23000022,1,H00014,320.01.0010,120,56.2261,120,YERLİ,2023-01-19,1298,,0,2,18.8,02,HM1,358.89,KAPALI,2023,1,2
700036,2023-01-09,SAS23000022,2,H00003,320.01.0010,120,19.5296,120,YERLİ,2023-04-09,1298,,0,2,18.8,02,HM1,124.657,KAPALI,2023,1,2
700037,2023-01-09,SAS23000022,3,H00001,320.01.0010,120,28.8588,120,YERLİ,2023-04-09,1298,,0,2,18.8,02,HM1,184.2051,KAPALI,2023,1,2
700038,2023-01-09,SAS23000023,1,H00013,320.01.0001,120,29.3139,120,YERLİ,2023-02-08,1298,,0,2,18.8,02,HM1,187.11,KAPALI,2023,1,2
700039,2023-01-09,SAS23000023,2,H00013,320.01.0001,10000,29.5162,10000,YERLİ,2023-04-09,1298,,0,2,18.8,02,HM1,15700.1064,KAPALI,2023,1,2
700040,2023-01-09,SAS23000023,3,H00004,320.01.0001,120,12.3448,120,YERLİ,2023-01-19,1298,,0,2,18.8,02,HM1,78.7966,KAPALI,2023,1,2
700041,2023-01-10,SAS23000024,1,H00013,320.01.0015,2000,33.8014,2000,İTHAL,2023-01-20,1297,,0,2,18.8,02,HM1,3595.8936,KAPALI,2023,1,2
700042,2023-01-10,SAS23000025,1,D00008,320.01.0026,1000,206.7864,1000,YERLİ,2023-04-10,1297,,0,2,18.8,03,DG1,10999.2766,KAPALI,2023,1,2
700043,2023-01-10,SAS23000025,2,H00005,320.01.0026,500,29.6886,500,YERLİ,2023-01-20,1297,,0,2,18.8,02,HM1,789.5904,KAPALI,2023,1,2
700044,2023-01-10,SAS23000025,3,D00010,320.01.0026,500,169.9269,500,YERLİ,2023-04-10,1297,,0,2,18.8,03,DG1,4519.3324,KAPALI,2023,1,2
700045,2023-01-12,SAS23000026,1,H00009,320.01.0010,250,13.0425,0,YERLİ,2023-04-12,1295,-1205,250,2,18.8,02,HM1,173.4375,ACIK,2023,1,2
700046,2023-01-12,SAS23000026,2,D00005,320.01.0010,5000,172.311,5000,YERLİ,2023-01-27,1295,,0,2,18.8,03,DG1,45827.3936,KAPALI,2023,1,2
700047,2023-01-12,SAS23000027,1,D00011,320.01.0004,250,38.9661,250,YERLİ,2023-04-12,1295,,0,2,18.8,03,DG1,518.1662,KAPALI,2023,1,2
700048,2023-01-12,SAS23000027,2,H00008,320.01.0004,5000,11.1673,5000,YERLİ,2023-03-13,1295,,0,2,18.8,02,HM1,2970.0266,KAPALI,2023,1,2
700049,2023-01-12,SAS23000028,1,H00006,320.01.0006,10000,54.3273,10000,YERLİ,2023-03-13,1295,,0,2,18.8,02,HM1,28897.5,KAPALI,2023,1,2
700050,2023-01-12,SAS23000029,1,H00010,320.01.0004,1000,15.3047,1000,YERLİ,2023-02-26,1295,,0,2,18.8,02,HM1,814.0798,KAPALI,2023,1,2
700051,2023-01-12,SAS23000030,1,H00013,320.01.0047,500,31.0541,500,YERLİ,2023-03-13,1295,,0,2,18.8,02,HM1,825.9069,KAPALI,2023,1,2
700052,2023-01-12,SAS23000030,2,H00005,320.01.0047,10000,26.1153,10000,YERLİ,2023-01-27,1295,,0,2,18.8,02,HM1,13891.117,KAPALI,2023,1,2
700053,2023-01-13,SAS23000031,1,D00008,320.01.0001,500,203.0417,500,YERLİ,2023-02-27,1294,,0,2,18.8,03,DG1,5400.0452,KAPALI,2023,1,2
700054,2023-01-13,SAS23000032,1,H00008,320.01.0029,5000,12.0685,0,İTHAL,2023-03-14,1294,-1234,5000,2,18.8,02,HM1,3209.7074,ACIK,2023,1,2
700055,2023-01-13,SAS23000033,1,H00005,320.01.0015,5000,26.5275,5000,İTHAL,2023-01-28,1294,,0,2,18.8,02,HM1,7055.1862,KAPALI,2023,1,2
700056,2023-01-13,SAS23000033,2,H00001,320.01.0015,500,26.3067,250,İTHAL,2023-01-23,1294,-1284,250,2,18.8,02,HM1,699.6463,ACIK,2023,1,2
700057,2023-01-13,SAS23000033,3,D00008,320.01.0015,500,189.2081,500,İTHAL,2023-04-13,1294,,0,2,18.8,03,DG1,5032.1303,KAPALI,2023,1,2
700058,2023-01-16,SAS23000034,1,D00011,320.01.0010,10000,46.8341,10000,YERLİ,2023-04-16,1291,,0,2,18.8,03,DG1,24911.7553,KAPALI,2023,1,3
700059,2023-01-16,SAS23000034,2,D00001,320.01.0010,250,166.2342,250,YERLİ,2023-01-26,1291,,0,2,18.8,03,DG1,2210.5612,KAPALI,2023,1,3
700060,2023-01-17,SAS23000035,1,H00014,320.01.0001,1000,44.7359,1000,YERLİ,2023-01-27,1290,,0,2,18.8,02,HM1,2379.5691,KAPALI,2023,1,3
700061,2023-01-17,SAS23000036,1,H00006,320.01.0001,10000,60.6879,10000,YERLİ,2023-02-01,1290,,0,2,18.8,02,HM1,32280.7979,KAPALI,2023,1,3
700062,2023-01-17,SAS23000037,1,H00007,320.01.0008,1000,54.0548,1000,YERLİ,2023-01-27,1290,,0,2,18.8,02,HM1,2875.2553,KAPALI,2023,1,3
700063,2023-01-17,SAS23000037,2,H00004,320.01.0008,1000,13.2891,1000,YERLİ,2023-03-03,1290,,0,2,18.8,02,HM1,706.867,KAPALI,2023,1,3
700064,2023-01-17,SAS23000038,1,H00009,320.01.0018,1000,13.3496,1000,İTHAL,2023-04-17,1290,,0,2,18.8,02,HM1,710.0851,KAPALI,2023,1,3
700065,2023-01-17,SAS23000038,2,H00003,320.01.0018,5000,18.528,5000,İTHAL,2023-02-07,1290,,0,2,18.8,02,HM1,4927.6596,KAPALI,2023,1,3
700066,2023-01-18,SAS23000039,1,D00004,320.01.0021,10000,13.8009,10000,İTHAL,2023-02-17,1289,,0,2,18.8,03,DG1,7340.9043,KAPALI,2023,1,3
700067,2023-01-18,SAS23000039,2,D00008,320.01.0021,5000,191.2584,5000,İTHAL,2023-01-28,1289,,0,2,18.8,03,DG1,50866.5957,KAPALI,2023,1,3
700068,2023-01-18,SAS23000040,1,D00005,320.01.0054,2000,144.0065,2000,YERLİ,2023-04-18,1289,,0,2,18.8,03,DG1,15319.8404,KAPALI,2023,1,3
700069,2023-01-18,SAS23000040,2,H00006,320.01.0054,5000,57.7891,5000,YERLİ,2023-02-17,1289,,0,2,18.8,02,HM1,15369.4415,KAPALI,2023,1,3
700070,2023-01-18,SAS23000041,1,H00008,320.01.0002,1000,12.5594,1000,YERLİ,2023-01-28,1289,,0,2,18.8,02,HM1,668.0532,KAPALI,2023,1,3
700071,2023-01-18,SAS23000041,2,D00011,320.01.0002,500,47.8824,500,YERLİ,2023-03-04,1289,,0,2,18.8,03,DG1,1273.4681,KAPALI,2023,1,3
700072,2023-01-18,SAS23000042,1,D00012,320.01.0035,2000,95.9117,2000,YERLİ,2023-03-04,1289,,0,2,18.8,03,DG1,10203.3723,KAPALI,2023,1,3
700073,2023-01-18,SAS23000042,2,D00009,320.01.0035,120,41.9138,120,YERLİ,2023-01-28,1289,,0,2,18.8,03,DG1,267.5349,KAPALI,2023,1,3
700074,2023-01-18,SAS23000042,3,D00011,320.01.0035,250,41.9471,125,YERLİ,2023-03-04,1289,-1244,125,2,18.8,03,DG1,557.8072,ACIK,2023,1,3
700075,2023-01-19,SAS23000043,1,H00006,320.01.0053,10000,51.8245,10000,YERLİ,2023-02-09,1288,,0,2,18.8,02,HM1,27566.2234,KAPALI,2023,1,3
700076,2023-01-20,SAS23000044,1,D00008,320.01.0011,2000,172.1711,2000,YERLİ,2023-02-19,1287,,0,2,18.8,03,DG1,18316.0745,KAPALI,2023,1,3
700077,2023-01-20,SAS23000045,1,H00001,320.01.0031,10000,28.8122,10000,YERLİ,2023-01-30,1287,,0,2,18.8,02,HM1,15325.6383,KAPALI,2023,1,3
700078,2023-01-20,SAS23000045,2,H00010,320.01.0031,10000,14.4474,10000,YERLİ,2023-04-20,1287,,0,2,18.8,02,HM1,7684.7872,KAPALI,2023,1,3
700079,2023-01-23,SAS23000046,1,D00007,320.01.0051,2000,82.3702,2000,YERLİ,2023-02-02,1284,,0,2,18.8,03,DG1,8762.7872,KAPALI,2023,1,4
700080,2023-01-23,SAS23000046,2,D00003,320.01.0051,5000,170.2012,5000,YERLİ,2023-02-02,1284,,0,2,18.8,03,DG1,45266.2766,KAPALI,2023,1,4
700081,2023-01-23,SAS23000046,3,D00008,320.01.0051,5000,202.3321,5000,YERLİ,2023-03-09,1284,,0,2,18.8,03,DG1,53811.7287,KAPALI,2023,1,4
700082,2023-01-24,SAS23000047,1,D00004,320.01.0031,500,13.2625,500,YERLİ,2023-02-14,1283,,0,2,18.8,03,DG1,352.7261,KAPALI,2023,1,4
700083,2023-01-24,SAS23000048,1,H00005,320.01.0001,120,28.9986,120,YERLİ,2023-02-23,1283,,0,2,18.8,02,HM1,185.0974,KAPALI,2023,1,4
700084,2023-01-25,SAS23000049,1,D00010,320.01.0005,250,179.8598,250,İTHAL,2023-02-24,1282,,0,2,18.8,03,DG1,2391.7527,KAPALI,2023,1,4
700085,2023-01-25,SAS23000049,2,H00010,320.01.0005,250,15.4108,250,İTHAL,2023-03-11,1282,,0,2,18.8,02,HM1,204.9309,KAPALI,2023,1,4
700086,2023-01-25,SAS23000049,3,H00001,320.01.0005,10000,30.435,10000,İTHAL,2023-02-04,1282,,0,2,18.8,02,HM1,16188.8298,KAPALI,2023,1,4
700087,2023-01-26,SAS23000050,1,D00009,320.01.0004,10000,42.0254,10000,YERLİ,2023-02-16,1281,,0,2,18.8,03,DG1,22353.9362,KAPALI,2023,1,4
700088,2023-01-26,SAS23000051,1,D00006,320.01.0034,5000,96.7962,5000,İTHAL,2023-03-27,1281,,0,2,18.8,03,DG1,25743.6702,KAPALI,2023,1,4
700089,2023-01-26,SAS23000051,2,H00011,320.01.0034,250,33.1,250,İTHAL,2023-02-16,1281,,0,2,18.8,02,HM1,440.1596,KAPALI,2023,1,4
700090,2023-01-26,SAS23000052,1,D00007,320.01.0001,120,79.9278,120,YERLİ,2023-04-26,1281,,0,2,18.8,03,DG1,510.1774,KAPALI,2023,1,4
700091,2023-01-26,SAS23000052,2,H00010,320.01.0001,250,14.7867,250,YERLİ,2023-03-27,1281,,0,2,18.8,02,HM1,196.6316,KAPALI,2023,1,4
700092,2023-01-27,SAS23000053,1,H00014,320.01.0004,1000,53.5704,1000,YERLİ,2023-03-28,1280,,0,2,18.8,02,HM1,2849.4894,KAPALI,2023,1,4
700093,2023-01-27,SAS23000053,2,H00015,320.01.0004,250,15.1576,250,YERLİ,2023-02-11,1280,,0,2,18.8,02,HM1,201.5638,KAPALI,2023,1,4
700094,2023-01-27,SAS23000053,3,H00010,320.01.0004,1000,15.6284,1000,YERLİ,2023-02-17,1280,,0,2,18.8,02,HM1,831.2979,KAPALI,2023,1,4
700095,2023-01-27,SAS23000054,1,H00007,320.01.0001,500,62.3054,500,YERLİ,2023-02-11,1280,,0,2,18.8,02,HM1,1657.0585,KAPALI,2023,1,4
700096,2023-01-27,SAS23000054,2,H00016,320.01.0001,500,24.1069,500,YERLİ,2023-02-26,1280,,0,2,18.8,02,HM1,641.141,KAPALI,2023,1,4
700097,2023-01-27,SAS23000055,1,D00002,320.01.0001,2000,81.8962,2000,YERLİ,2023-02-06,1280,,0,2,18.8,03,DG1,8712.3617,KAPALI,2023,1,4
700098,2023-01-27,SAS23000055,2,H00004,320.01.0001,1000,12.5558,1000,YERLİ,2023-02-06,1280,,0,2,18.8,02,HM1,667.8617,KAPALI,2023,1,4
700099,2023-01-27,SAS23000055,3,D00008,320.01.0001,500,174.3464,500,YERLİ,2023-02-26,1280,,0,2,18.8,03,DG1,4636.8723,KAPALI,2023,1,4
700100,2023-01-27,SAS23000056,1,D00012,320.01.0001,5000,79.3748,5000,YERLİ,2023-02-11,1280,,0,2,18.8,03,DG1,21110.3191,KAPALI,2023,1,4
700101,2023-01-27,SAS23000057,1,H00011,320.01.0001,2000,31.5192,2000,YERLİ,2023-02-11,1280,,0,2,18.8,02,HM1,3353.1064,KAPALI,2023,1,4
700102,2023-01-27,SAS23000057,2,H00011,320.01.0001,250,31.4459,250,YERLİ,2023-03-28,1280,,0,2,18.8,02,HM1,418.1636,KAPALI,2023,1,4
700103,2023-01-27,SAS23000057,3,H00014,320.01.0001,5000,47.2709,5000,YERLİ,2023-03-28,1280,,0,2,18.8,02,HM1,12572.0479,KAPALI,2023,1,4
700104,2023-01-30,SAS23000058,1,D00007,320.01.0040,5000,81.1048,5000,YERLİ,2023-03-16,1277,,0,2,18.8,03,DG1,21570.4255,KAPALI,2023,1,5
700105,2023-01-31,SAS23000059,1,H00005,320.01.0012,10000,30.0947,10000,YERLİ,2023-02-15,1276,,0,2,18.8,02,HM1,16007.8191,KAPALI,2023,1,5
700106,2023-01-31,SAS23000059,2,H00014,320.01.0012,500,51.4901,500,YERLİ,2023-02-21,1276,,0,2,18.8,02,HM1,1369.4176,KAPALI,2023,1,5
700107,2023-01-31,SAS23000060,1,H00010,320.01.0003,2000,15.4576,2000,YERLİ,2023-05-01,1276,,0,2,18.8,02,HM1,1644.4255,KAPALI,2023,1,5
700108,2023-01-31,SAS23000060,2,H00003,320.01.0003,250,19.5301,250,YERLİ,2023-03-17,1276,,0,2,18.8,02,HM1,259.7088,KAPALI,2023,1,5
700109,2023-01-31,SAS23000060,3,D00011,320.01.0003,2000,47.7653,2000,YERLİ,2023-02-15,1276,,0,2,18.8,03,DG1,5081.4149,KAPALI,2023,1,5
700110,2023-01-31,SAS23000061,1,H00002,320.01.0040,10000,54.5128,10000,YERLİ,2023-03-17,1276,,0,2,18.8,02,HM1,28996.1702,KAPALI,2023,1,5
700111,2023-01-31,SAS23000062,1,H00015,320.01.0009,250,15.9456,250,İTHAL,2023-02-21,1276,,0,2,18.8,02,HM1,212.0426,KAPALI,2023,1,5
700112,2023-01-31,SAS23000062,2,H00003,320.01.0009,5000,18.8206,2500,İTHAL,2023-02-15,1276,-1261,2500,2,18.8,02,HM1,5005.4787,ACIK,2023,1,5
700113,2023-01-31,SAS23000062,3,D00001,320.01.0009,10000,164.3315,10000,İTHAL,2023-05-01,1276,,0,2,18.8,03,DG1,87410.3723,KAPALI,2023,1,5
700114,2023-01-31,SAS23000063,1,H00001,320.01.0002,5000,30.452,5000,YERLİ,2023-02-21,1276,,0,2,18.8,02,HM1,8098.9362,KAPALI,2023,1,5
700115,2023-02-01,SAS23000064,1,D00005,320.01.0021,2000,153.6274,2000,İTHAL,2023-04-02,1275,,0,2,20.0167,03,DG1,15349.9228,KAPALI,2023,2,5
700116,2023-02-01,SAS23000065,1,H00006,320.01.0021,120,55.2137,120,İTHAL,2023-03-03,1275,,0,2,20.0167,02,HM1,331.0058,KAPALI,2023,2,5
700117,2023-02-01,SAS23000066,1,H00013,320.01.0005,500,32.3395,500,İTHAL,2023-05-02,1275,,0,2,20.0167,02,HM1,807.813,KAPALI,2023,2,5
700118,2023-02-01,SAS23000066,2,H00003,320.01.0005,250,21.3924,250,İTHAL,2023-02-16,1275,,0,2,20.0167,02,HM1,267.1819,KAPALI,2023,2,5
700119,2023-02-01,SAS23000067,1,H00011,320.01.0005,1000,32.0895,1000,İTHAL,2023-03-18,1275,,0,2,20.0167,02,HM1,1603.1364,KAPALI,2023,2,5
700120,2023-02-01,SAS23000067,2,D00001,320.01.0005,10000,176.5845,10000,İTHAL,2023-05-02,1275,,0,2,20.0167,03,DG1,88218.5875,KAPALI,2023,2,5
700121,2023-02-02,SAS23000068,1,D00010,320.01.0054,120,181.4226,120,YERLİ,2023-04-03,1274,,0,2,20.0167,03,DG1,1087.6274,KAPALI,2023,2,5
700122,2023-02-02,SAS23000068,2,D00002,320.01.0054,250,104.721,250,YERLİ,2023-03-04,1274,,0,2,20.0167,03,DG1,1307.9204,KAPALI,2023,2,5
700123,2023-02-02,SAS23000068,3,H00010,320.01.0054,1000,14.2739,1000,YERLİ,2023-02-17,1274,,0,2,20.0167,02,HM1,713.0996,KAPALI,2023,2,5
700124,2023-02-02,SAS23000069,1,D00006,320.01.0035,1000,111.2456,1000,YERLİ,2023-03-19,1274,,0,2,20.0167,03,DG1,5557.6394,KAPALI,2023,2,5
700125,2023-02-02,SAS23000070,1,D00009,320.01.0005,2000,41.466,2000,İTHAL,2023-02-17,1274,,0,2,20.0167,03,DG1,4143.1405,KAPALI,2023,2,5
700126,2023-02-02,SAS23000070,2,H00006,320.01.0005,5000,54.837,5000,İTHAL,2023-04-03,1274,,0,2,20.0167,02,HM1,13697.8123,KAPALI,2023,2,5
700127,2023-02-02,SAS23000071,1,H00015,320.01.0016,250,15.6633,250,İTHAL,2023-05-03,1274,,0,2,20.0167,02,HM1,195.6279,KAPALI,2023,2,5
700128,2023-02-02,SAS23000071,2,D00003,320.01.0016,5000,160.0091,0,İTHAL,2023-02-17,1274,-1259,5000,2,20.0167,03,DG1,39968.901,ACIK,2023,2,5
700129,2023-02-02,SAS23000071,3,H00015,320.01.0016,2000,14.5553,2000,İTHAL,2023-04-03,1274,,0,2,20.0167,02,HM1,1454.3156,KAPALI,2023,2,5
700130,2023-02-03,SAS23000072,1,D00006,320.01.0022,2000,108.3569,1000,İTHAL,2023-03-20,1273,-1228,1000,2,20.0167,03,DG1,10826.6497,ACIK,2023,2,5
700131,2023-02-03,SAS23000072,2,H00016,320.01.0022,5000,30.3232,5000,İTHAL,2023-05-04,1273,,0,2,20.0167,02,HM1,7574.4753,KAPALI,2023,2,5
700132,2023-02-03,SAS23000072,3,D00005,320.01.0022,10000,182.9956,10000,İTHAL,2023-03-05,1273,,0,2,20.0167,03,DG1,91421.4631,KAPALI,2023,2,5
700133,2023-02-03,SAS23000073,1,H00008,320.01.0004,2000,14.2621,2000,YERLİ,2023-02-13,1273,,0,2,20.0167,02,HM1,1425.0201,KAPALI,2023,2,5
700134,2023-02-03,SAS23000073,2,H00014,320.01.0004,250,58.9194,250,YERLİ,2023-04-04,1273,,0,2,20.0167,02,HM1,735.878,KAPALI,2023,2,5
700135,2023-02-03,SAS23000073,3,D00003,320.01.0004,500,155.0735,250,YERLİ,2023-02-13,1273,-1263,250,2,20.0167,03,DG1,3873.603,ACIK,2023,2,5
700136,2023-02-06,SAS23000074,1,H00007,320.01.0055,5000,55.0467,5000,YERLİ,2023-02-27,1270,,0,2,20.0167,02,HM1,13750.1936,KAPALI,2023,2,6
700137,2023-02-06,SAS23000075,1,D00009,320.01.0017,2000,43.0612,2000,YERLİ,2023-03-23,1270,,0,2,20.0167,03,DG1,4302.5274,KAPALI,2023,2,6
700138,2023-02-06,SAS23000075,2,H00011,320.01.0017,120,30.8889,120,YERLİ,2023-05-07,1270,,0,2,20.0167,02,HM1,185.1788,KAPALI,2023,2,6
700139,2023-02-06,SAS23000075,3,H00002,320.01.0017,2000,54.637,2000,YERLİ,2023-05-07,1270,,0,2,20.0167,02,HM1,5459.1416,KAPALI,2023,2,6
700140,2023-02-07,SAS23000076,1,H00011,320.01.0015,5000,34.8382,5000,İTHAL,2023-03-24,1269,,0,2,20.0167,02,HM1,8702.2836,KAPALI,2023,2,6
700141,2023-02-07,SAS23000076,2,H00001,320.01.0015,10000,28.786,10000,İTHAL,2023-02-22,1269,,0,2,20.0167,02,HM1,14380.9919,KAPALI,2023,2,6
700142,2023-02-07,SAS23000077,1,D00003,320.01.0017,120,188.5544,120,YERLİ,2023-04-08,1269,,0,2,20.0167,03,DG1,1130.3825,KAPALI,2023,2,6
700143,2023-02-08,SAS23000078,1,H00007,320.01.0018,5000,69.3198,5000,İTHAL,2023-05-09,1268,,0,2,20.0167,02,HM1,17315.4916,KAPALI,2023,2,6
700144,2023-02-08,SAS23000078,2,H00003,320.01.0018,1000,19.8119,1000,İTHAL,2023-03-01,1268,,0,2,20.0167,02,HM1,989.7685,KAPALI,2023,2,6
700145,2023-02-08,SAS23000078,3,H00001,320.01.0018,1000,33.9889,1000,İTHAL,2023-02-18,1268,,0,2,20.0167,02,HM1,1698.0271,KAPALI,2023,2,6
700146,2023-02-08,SAS23000079,1,D00005,320.01.0002,500,163.4733,500,YERLİ,2023-02-18,1268,,0,2,20.0167,03,DG1,4083.4228,KAPALI,2023,2,6
700147,2023-02-09,SAS23000080,1,H00006,320.01.0050,2000,67.1723,2000,YERLİ,2023-02-24,1267,,0,2,20.0167,02,HM1,6711.6258,KAPALI,2023,2,6
700148,2023-02-09,SAS23000081,1,H00012,320.01.0004,500,59.4008,500,YERLİ,2023-02-24,1267,,0,2,20.0167,02,HM1,1483.781,KAPALI,2023,2,6
700149,2023-02-09,SAS23000081,2,D00004,320.01.0004,120,14.5506,120,YERLİ,2023-04-10,1267,,0,2,20.0167,03,DG1,87.2308,KAPALI,2023,2,6
700150,2023-02-09,SAS23000082,1,D00002,320.01.0011,2000,95.3472,2000,YERLİ,2023-02-24,1267,,0,2,20.0167,03,DG1,9526.7652,KAPALI,2023,2,6
