INCKEYNO,FISNO,SIRA,STHAR_TARIH,ODEKOD,OFSET,ORAN,ODEME_TARIHI,KDV_ORANI,ODEME_TUTARI_KDVLI_TL,ODEME_TUTARI_KDVLI_USD,BIRIM_FIYAT_TL,BIRIM_FIYAT_USD,ODEME_TUTARI_NET_TL,ODEME_TUTARI_NET_USD
100028,SIP23000013,1,2023-01-04,OD08,45,0.4,2023-02-18,0.2,40931.3318,2177.1985,355.3067,18.8993,34109.4432,1814.3321
100028,SIP23000013,1,2023-01-04,OD08,90,0.4,2023-04-04,0.2,40931.3318,2177.1985,355.3067,18.8993,34109.4432,1814.3321
100029,SIP23000013,2,2023-01-04,OD08,0,0.2,2023-01-04,0.2,56037.5021,2980.7182,324.2911,17.2495,46697.9184,2483.9318
100029,SIP23000013,2,2023-01-04,OD08,45,0.4,2023-02-18,0.2,112075.0042,5961.4364,324.2911,17.2495,93395.8368,4967.8637
100029,SIP23000013,2,2023-01-04,OD08,90,0.4,2023-04-04,0.2,112075.0042,5961.4364,324.2911,17.2495,93395.8368,4967.8637
100030,SIP23000014,1,2023-01-04,OD02,30,1,2023-02-03,0.2,37119.4272,1974.4376,214.8115,11.4261,30932.856,1645.3647
100031,SIP23000015,1,2023-01-04,OD01,0,1,2023-01-04,0.2,611656.128,32534.9004,212.3806,11.2968,509713.44,27112.417
100032,SIP23000015,2,2023-01-04,OD01,0,1,2023-01-04,0.2,2067595.2,109978.4681,358.9575,19.0935,1722996,91648.7234
100033,STK23000002,1,2023-01-04,OD07,60,0,2023-03-05,0.2,0,0,202.4886,10.7707,0,0
100033,STK23000002,1,2023-01-04,OD07,120,1,2023-05-04,0.2,728958.96,38774.4128,202.4886,10.7707,607465.8,32312.0106
100034,STK23000002,2,2023-01-04,OD07,60,0,2023-03-05,0.2,0,0,169.6411,9.0235,0,0
100034,STK23000002,2,2023-01-04,OD07,120,1,2023-05-04,0.2,58627.9642,3118.5087,169.6411,9.0235,48856.6368,2598.7573
100035,STK23000002,3,2023-01-04,OD07,60,0,2023-03-05,0.2,0,0,66.9472,3.561,0,0
100035,STK23000002,3,2023-01-04,OD07,120,1,2023-05-04,0.2,23136.9523,1230.689,66.9472,3.561,19280.7936,1025.5741
100036,STK23000003,1,2023-01-04,OD06,0,0.5,2023-01-04,0.2,28302.5664,1505.4557,81.894,4.3561,23585.472,1254.5464
100036,STK23000003,1,2023-01-04,OD06,45,0.5,2023-02-18,0.2,28302.5664,1505.4557,81.894,4.3561,23585.472,1254.5464
100037,STK23000004,1,2023-01-05,OD05,0,0.3,2023-01-05,0.2,15278.6839,812.696,294.7277,15.677,12732.2366,677.2466
100037,STK23000004,1,2023-01-05,OD05,60,0.7,2023-03-06,0.2,35650.2626,1896.2906,294.7277,15.677,29708.5522,1580.2421
100038,SIP23000016,1,2023-01-05,OD06,0,0.5,2023-01-05,0.2,38774.713,2062.4847,224.3907,11.9357,32312.2608,1718.7373
100038,SIP23000016,1,2023-01-05,OD06,45,0.5,2023-02-19,0.2,38774.713,2062.4847,224.3907,11.9357,32312.2608,1718.7373
100039,SIP23000017,1,2023-01-05,OD01,0,1,2023-01-05,0.2,321646.8096,17108.8729,186.1382,9.901,268039.008,14257.394
100040,SIP23000018,1,2023-01-05,OD01,0,1,2023-01-05,0.2,1091436.768,58055.1472,126.3237,6.7193,909530.64,48379.2894
100041,SIP23000019,1,2023-01-06,OD02,30,1,2023-02-05,0.2,696656.448,37056.194,241.8946,12.8667,580547.04,30880.1617
100042,SIP23000020,1,2023-01-06,OD05,0,0.3,2023-01-06,0.2,4426.0759,235.4296,170.7591,9.0829,3688.3966,196.1913
100042,SIP23000020,1,2023-01-06,OD05,60,0.7,2023-03-07,0.2,10327.5103,549.3357,170.7591,9.0829,8606.2586,457.7797
100043,SIP23000021,1,2023-01-09,OD08,0,0.2,2023-01-09,0.2,67913.4816,3612.4192,235.8107,12.5431,56594.568,3010.3494
100043,SIP23000021,1,2023-01-09,OD08,45,0.4,2023-02-23,0.2,135826.9632,7224.8385,235.8107,12.5431,113189.136,6020.6987
100043,SIP23000021,1,2023-01-09,OD08,90,0.4,2023-04-09,0.2,135826.9632,7224.8385,235.8107,12.5431,113189.136,6020.6987
100044,SIP23000021,2,2023-01-09,OD08,0,0.2,2023-01-09,0.2,236451.4099,12577.2027,256.5662,13.6471,197042.8416,10481.0022
100044,SIP23000021,2,2023-01-09,OD08,45,0.4,2023-02-23,0.2,472902.8198,25154.4053,256.5662,13.6471,394085.6832,20962.0044
100044,SIP23000021,2,2023-01-09,OD08,90,0.4,2023-04-09,0.2,472902.8198,25154.4053,256.5662,13.6471,394085.6832,20962.0044
100045,SIP23000022,1,2023-01-09,OD02,30,1,2023-02-08,0.2,134011.584,7128.2757,93.0636,4.9502,111676.32,5940.2298
100046,SIP23000022,2,2023-01-09,OD02,30,1,2023-02-08,0.2,136634.1696,7267.775,79.0707,4.2059,113861.808,6056.4791
100047,SIP23000023,1,2023-01-09,OD01,0,1,2023-01-09,0.2,68371.0272,3636.7568,118.6997,6.3138,56975.856,3030.6306
100048,SIP23000023,2,2023-01-09,OD01,0,1,2023-01-09,0.2,5905272,314110.2128,246.053,13.0879,4921060,261758.5106
100049,SIP23000024,1,2023-01-09,OD04,90,1,2023-04-09,0.2,696999.744,37074.4545,121.0069,6.4365,580833.12,30895.3787
100050,SIP23000025,1,2023-01-09,OD07,60,0,2023-03-10,0.2,0,0,237.9504,12.6569,0,0
100050,SIP23000025,1,2023-01-09,OD07,120,1,2023-05-09,0.2,3426485.76,182259.8809,237.9504,12.6569,2855404.8,151883.234
100051,SIP23000026,1,2023-01-09,OD07,60,0,2023-03-10,0.2,0,0,88.851,4.7261,0,0
100051,SIP23000026,1,2023-01-09,OD07,120,1,2023-05-09,0.2,319863.6,17014.0213,88.851,4.7261,266553,14178.3511
100052,STK23000005,1,2023-01-10,OD06,0,0.5,2023-01-10,0.2,120448.9728,6406.8603,209.1128,11.123,100374.144,5339.0502
100052,STK23000005,1,2023-01-10,OD06,45,0.5,2023-02-24,0.2,120448.9728,6406.8603,209.1128,11.123,100374.144,5339.0502
100053,STK23000005,2,2023-01-10,OD06,0,0.5,2023-01-10,0.2,30536.8186,1624.2989,176.7177,9.3999,25447.3488,1353.5824
100053,STK23000005,2,2023-01-10,OD06,45,0.5,2023-02-24,0.2,30536.8186,1624.2989,176.7177,9.3999,25447.3488,1353.5824
100054,STK23000005,3,2023-01-10,OD06,0,0.5,2023-01-10,0.2,1579584,84020.4255,329.08,17.5043,1316320,70017.0213
100054,STK23000005,3,2023-01-10,OD06,45,0.5,2023-02-24,0.2,1579584,84020.4255,329.08,17.5043,1316320,70017.0213
100055,SIP23000027,1,2023-01-10,OD06,0,0.5,2023-01-10,0.2,604514.3616,32155.0192,349.8347,18.6082,503761.968,26795.8494
100055,SIP23000027,1,2023-01-10,OD06,45,0.5,2023-02-24,0.2,604514.3616,32155.0192,349.8347,18.6082,503761.968,26795.8494
100056,SIP23000027,2,2023-01-10,OD06,0,0.5,2023-01-10,0.2,209327.904,11134.463,145.3666,7.7323,174439.92,9278.7191
100056,SIP23000027,2,2023-01-10,OD06,45,0.5,2023-02-24,0.2,209327.904,11134.463,145.3666,7.7323,174439.92,9278.7191
100057,SIP23000027,3,2023-01-10,OD06,0,0.5,2023-01-10,0.2,71260.5168,3790.453,329.9098,17.5484,59383.764,3158.7109
100057,SIP23000027,3,2023-01-10,OD06,45,0.5,2023-02-24,0.2,71260.5168,3790.453,329.9098,17.5484,59383.764,3158.7109
100058,STKB23000002,1,2023-01-10,OD07,60,0,2023-03-11,0.2,0,0,90.8653,4.8333,0,0
100058,STKB23000002,1,2023-01-10,OD07,120,1,2023-05-10,0.2,261692.064,13919.7906,90.8653,4.8333,218076.72,11599.8255
100059,STKB23000002,2,2023-01-10,OD07,60,0,2023-03-11,0.2,0,0,257.0299,13.6718,0,0
100059,STKB23000002,2,2023-01-10,OD07,120,1,2023-05-10,0.2,1184393.7792,62999.6691,257.0299,13.6718,986994.816,52499.7243
100060,STKB23000002,3,2023-01-10,OD07,60,0,2023-03-11,0.2,0,0,185.9361,9.8902,0,0
100060,STKB23000002,3,2023-01-10,OD07,120,1,2023-05-10,0.2,535495.968,28483.8281,185.9361,9.8902,446246.64,23736.5234
100061,SIP23000028,1,2023-01-10,OD08,0,0.2,2023-01-10,0.2,54609.9552,2904.7849,189.6179,10.0861,45508.296,2420.654
100061,SIP23000028,1,2023-01-10,OD08,45,0.4,2023-02-24,0.2,109219.9104,5809.5697,189.6179,10.0861,91016.592,4841.3081
100061,SIP23000028,1,2023-01-10,OD08,90,0.4,2023-04-10,0.2,109219.9104,5809.5697,189.6179,10.0861,91016.592,4841.3081
100062,SIP23000029,1,2023-01-10,OD04,90,1,2023-04-10,0.2,59765.3568,3179.0083,207.5186,11.0382,49804.464,2649.1736
100063,SIP23000029,2,2023-01-10,OD04,90,1,2023-04-10,0.2,668186.88,35541.8553,69.6028,3.7023,556822.4,29618.2128
100064,SIP23000029,3,2023-01-10,OD04,90,1,2023-04-10,0.2,282976.848,15051.96,131.0078,6.9685,235814.04,12543.3
100065,SIP23000030,1,2023-01-11,OD04,90,1,2023-04-11,0.2,114956.4096,6114.7026,266.1028,14.1544,95797.008,5095.5855
100066,SIP23000030,2,2023-01-11,OD04,90,1,2023-04-11,0.2,256294.5408,13632.6883,222.4779,11.8339,213578.784,11360.5736
100067,SIP23000030,3,2023-01-11,OD04,90,1,2023-04-11,0.2,480677.4,25567.9468,133.5215,7.1022,400564.5,21306.6223
100068,STK23000006,1,2023-01-11,OD05,0,0.3,2023-01-11,0.2,122215.3056,6500.8141,282.9058,15.0482,101846.088,5417.3451
100068,STK23000006,1,2023-01-11,OD05,60,0.7,2023-03-12,0.2,285169.0464,15168.5663,282.9058,15.0482,237640.872,12640.4719
100069,STK23000007,1,2023-01-11,OD01,0,1,2023-01-11,0.2,762036.768,40533.8706,88.1987,4.6914,635030.64,33778.2255
100070,SIP23000031,1,2023-01-12,OD01,0,1,2023-01-12,0.2,1919147.04,102082.2894,133.2741,7.089,1599289.2,85068.5745
100071,STKB23000003,1,2023-01-12,OD01,0,1,2023-01-12,0.2,11226.2976,597.1435,25.9868,1.3823,9355.248,497.6196
100072,STKB23000003,2,2023-01-12,OD01,0,1,2023-01-12,0.2,261901.872,13930.9506,181.8763,9.6743,218251.56,11609.1255
100073,SIP23000032,1,2023-01-12,OD08,0,0.2,2023-01-12,0.2,21098.9146,1122.2827,122.1002,6.4947,17582.4288,935.2356
100073,SIP23000032,1,2023-01-12,OD08,45,0.4,2023-02-26,0.2,42197.8291,2244.5654,122.1002,6.4947,35164.8576,1870.4711
100073,SIP23000032,1,2023-01-12,OD08,90,0.4,2023-04-12,0.2,42197.8291,2244.5654,122.1002,6.4947,35164.8576,1870.4711
100074,SIP23000033,1,2023-01-12,OD01,0,1,2023-01-12,0.2,165110.88,8782.4936,68.7962,3.6594,137592.4,7318.7447
100075,SIP23000034,1,2023-01-12,OD08,0,0.2,2023-01-12,0.2,242880.768,12919.1898,351.39,18.691,202400.64,10765.9915
100075,SIP23000034,1,2023-01-12,OD08,45,0.4,2023-02-26,0.2,485761.536,25838.3796,351.39,18.691,404801.28,21531.983
100075,SIP23000034,1,2023-01-12,OD08,90,0.4,2023-04-12,0.2,485761.536,25838.3796,351.39,18.691,404801.28,21531.983
100076,STKB23000004,1,2023-01-12,OD04,90,1,2023-04-12,0.2,46491.3734,2472.9454,269.0473,14.311,38742.8112,2060.7878
100077,STKB23000004,2,2023-01-12,OD04,90,1,2023-04-12,0.2,180407.7504,9596.1569,313.2079,16.66,150339.792,7996.7974
100078,SIP23000035,1,2023-01-12,OD02,30,1,2023-02-11,0.2,1016307.3024,54058.8991,294.0704,15.642,846922.752,45049.0826
100079,SIP23000035,2,2023-01-12,OD02,30,1,2023-02-11,0.2,383308.992,20388.7762,133.0934,7.0794,319424.16,16990.6468
100080,SIP23000036,1,2023-01-12,OD08,0,0.2,2023-01-12,0.2,55790.2771,2967.5679,161.4302,8.5867,46491.8976,2472.9733
100080,SIP23000036,1,2023-01-12,OD08,45,0.4,2023-02-26,0.2,111580.5542,5935.1359,161.4302,8.5867,92983.7952,4945.9466
100080,SIP23000036,1,2023-01-12,OD08,90,0.4,2023-04-12,0.2,111580.5542,5935.1359,161.4302,8.5867,92983.7952,4945.9466
100081,SIP23000036,2,2023-01-12,OD08,0,0.2,2023-01-12,0.2,3506.7427,186.5289,202.9365,10.7945,2922.2856,155.4407
100081,SIP23000036,2,2023-01-12,OD08,45,0.4,2023-02-26,0.2,7013.4854,373.0577,202.9365,10.7945,5844.5712,310.8814
100081,SIP23000036,2,2023-01-12,OD08,90,0.4,2023-04-12,0.2,7013.4854,373.0577,202.9365,10.7945,5844.5712,310.8814
100082,SIP23000036,3,2023-01-12,OD08,0,0.2,2023-01-12,0.2,80891.9568,4302.7637,187.2499,9.9601,67409.964,3585.6364
100082,SIP23000036,3,2023-01-12,OD08,45,0.4,2023-02-26,0.2,161783.9136,8605.5273,187.2499,9.9601,134819.928,7171.2728
100082,SIP23000036,3,2023-01-12,OD08,90,0.4,2023-04-12,0.2,161783.9136,8605.5273,187.2499,9.9601,134819.928,7171.2728
100083,SIP23000036,4,2023-01-12,OD08,0,0.2,2023-01-12,0.2,71283.3638,3791.6683,309.3896,16.4569,59402.8032,3159.7236
100083,SIP23000036,4,2023-01-12,OD08,45,0.4,2023-02-26,0.2,142566.7277,7583.3366,309.3896,16.4569,118805.6064,6319.4471
100083,SIP23000036,4,2023-01-12,OD08,90,0.4,2023-04-12,0.2,142566.7277,7583.3366,309.3896,16.4569,118805.6064,6319.4471
100084,SIP23000037,1,2023-01-12,OD02,30,1,2023-02-11,0.2,52816.1126,2809.3677,152.8244,8.129,44013.4272,2341.1397
100085,SIP23000037,2,2023-01-12,OD02,30,1,2023-02-11,0.2,79025.904,4203.5055,54.8791,2.9191,65854.92,3502.9213
100086,SIP23000037,3,2023-01-12,OD02,30,1,2023-02-11,0.2,711192.96,37829.4128,123.471,6.5676,592660.8,31524.5106
100087,STKB23000005,1,2023-01-12,OD06,0,0.5,2023-01-12,0.2,164860.272,8769.1634,228.9726,12.1794,137383.56,7307.6362
100087,STKB23000005,1,2023-01-12,OD06,45,0.5,2023-02-26,0.2,164860.272,8769.1634,228.9726,12.1794,137383.56,7307.6362
100088,SIP23000038,1,2023-01-12,OD08,0,0.2,2023-01-12,0.2,12714.4788,676.3021,183.9479,9.7845,10595.399,563.5851
100088,SIP23000038,1,2023-01-12,OD08,45,0.4,2023-02-26,0.2,25428.9577,1352.6041,183.9479,9.7845,21190.7981,1127.1701
100088,SIP23000038,1,2023-01-12,OD08,90,0.4,2023-04-12,0.2,25428.9577,1352.6041,183.9479,9.7845,21190.7981,1127.1701
100089,SIP23000038,2,2023-01-12,OD08,0,0.2,2023-01-12,0.2,49967.7984,2657.8616,173.4993,9.2287,41639.832,2214.8847
100089,SIP23000038,2,2023-01-12,OD08,45,0.4,2023-02-26,0.2,99935.5968,5315.7232,173.4993,9.2287,83279.664,4429.7694
100089,SIP23000038,2,2023-01-12,OD08,90,0.4,2023-04-12,0.2,99935.5968,5315.7232,173.4993,9.2287,83279.664,4429.7694
100090,SIP23000038,3,2023-01-12,OD08,0,0.2,2023-01-12,0.2,186915.2717,9942.3017,405.6321,21.5762,155762.7264,8285.2514
100090,SIP23000038,3,2023-01-12,OD08,45,0.4,2023-02-26,0.2,373830.5434,19884.6034,405.6321,21.5762,311525.4528,16570.5028
100090,SIP23000038,3,2023-01-12,OD08,90,0.4,2023-04-12,0.2,373830.5434,19884.6034,405.6321,21.5762,311525.4528,16570.5028
100091,SIP23000039,1,2023-01-16,OD01,0,1,2023-01-16,0.2,93664.2528,4982.1411,216.8154,11.5327,78053.544,4151.7843
100092,SIP23000040,1,2023-01-16,OD03,60,1,2023-03-17,0.2,85165.632,4530.0868,59.1428,3.1459,70971.36,3775.0723
100093,SIP23000040,2,2023-01-16,OD03,60,1,2023-03-17,0.2,103277.808,5493.5004,71.7207,3.8149,86064.84,4577.917
100094,SIP23000040,3,2023-01-16,OD03,60,1,2023-03-17,0.2,7207.5398,383.3798,41.7103,2.2186,6006.2832,319.4831
100095,SIP23000041,1,2023-01-17,OD01,0,1,2023-01-17,0.2,2732266.08,145333.3021,316.2345,16.821,2276888.4,121111.0851
100096,STK23000008,1,2023-01-17,OD02,30,1,2023-02-16,0.2,36175.6454,1924.2365,209.3498,11.1356,30146.3712,1603.5304
100097,SIP23000042,1,2023-01-17,OD01,0,1,2023-01-17,0.2,16949.9693,901.5941,196.1802,10.4351,14124.9744,751.3284
100098,SIP23000043,1,2023-01-17,OD07,60,0,2023-03-18,0.2,0,0,287.7306,15.3048,0,0
100098,SIP23000043,1,2023-01-17,OD07,120,1,2023-05-17,0.2,331465.6512,17631.1517,287.7306,15.3048,276221.376,14692.6264
100099,SIP23000044,1,2023-01-17,OD08,0,0.2,2023-01-17,0.2,10587.4595,563.1627,306.3501,16.2952,8822.8829,469.3023
100099,SIP23000044,1,2023-01-17,OD08,45,0.4,2023-03-03,0.2,21174.919,1126.3255,306.3501,16.2952,17645.7658,938.6046
100099,SIP23000044,1,2023-01-17,OD08,90,0.4,2023-04-17,0.2,21174.919,1126.3255,306.3501,16.2952,17645.7658,938.6046
100100,SIP23000045,1,2023-01-18,OD01,0,1,2023-01-18,0.2,33926.7571,1804.6147,196.3354,10.4434,28272.2976,1503.8456
100101,SIP23000046,1,2023-01-18,OD07,60,0,2023-03-19,0.2,0,0,256.2491,13.6303,0,0
100101,SIP23000046,1,2023-01-18,OD07,120,1,2023-05-18,0.2,737997.408,39255.1813,256.2491,13.6303,614997.84,32712.6511
100102,SIP23000046,2,2023-01-18,OD07,60,0,2023-03-19,0.2,0,0,216.3829,11.5097,0,0
100102,SIP23000046,2,2023-01-18,OD07,120,1,2023-05-18,0.2,93477.4128,4972.2028,216.3829,11.5097,77897.844,4143.5023
100103,SIP23000047,1,2023-01-18,OD01,0,1,2023-01-18,0.2,426459.24,22684.0021,118.4609,6.3011,355382.7,18903.3351
100104,STK23000009,1,2023-01-19,OD08,0,0.2,2023-01-19,0.2,89637.3389,4767.9436,259.3673,13.7961,74697.7824,3973.2863
100104,STK23000009,1,2023-01-19,OD08,45,0.4,2023-03-05,0.2,179274.6778,9535.8871,259.3673,13.7961,149395.5648,7946.5726
100104,STK23000009,1,2023-01-19,OD08,90,0.4,2023-04-19,0.2,179274.6778,9535.8871,259.3673,13.7961,149395.5648,7946.5726
100105,SIP23000048,1,2023-01-19,OD08,0,0.2,2023-01-19,0.2,11466.5126,609.9209,199.0714,10.5889,9555.4272,508.2674
100105,SIP23000048,1,2023-01-19,OD08,45,0.4,2023-03-05,0.2,22933.0253,1219.8418,199.0714,10.5889,19110.8544,1016.5348
100105,SIP23000048,1,2023-01-19,OD08,90,0.4,2023-04-19,0.2,22933.0253,1219.8418,199.0714,10.5889,19110.8544,1016.5348
100106,STKB23000006,1,2023-01-19,OD06,0,0.5,2023-01-19,0.2,25051.788,1332.5419,115.9805,6.1692,20876.49,1110.4516
100106,STKB23000006,1,2023-01-19,OD06,45,0.5,2023-03-05,0.2,25051.788,1332.5419,115.9805,6.1692,20876.49,1110.4516
100107,SIP23000049,1,2023-01-19,OD03,60,1,2023-03-20,0.2,94815.9475,5043.4015,274.3517,14.5932,79013.2896,4202.8346
100108,SIP23000050,1,2023-01-19,OD08,0,0.2,2023-01-19,0.2,32636.615,1735.9902,188.8693,10.0462,27197.1792,1446.6585
100108,SIP23000050,1,2023-01-19,OD08,45,0.4,2023-03-05,0.2,65273.2301,3471.9803,188.8693,10.0462,54394.3584,2893.3169
100108,SIP23000050,1,2023-01-19,OD08,90,0.4,2023-04-19,0.2,65273.2301,3471.9803,188.8693,10.0462,54394.3584,2893.3169
