INCKEYNO,FISNO,SIRA,STHAR_TARIH,ODEKOD,OFSET,ORAN,ODEME_TARIHI,KDV_ORANI,ODEME_TUTARI_KDVLI_TL,ODEME_TUTARI_KDVLI_USD,BIRIM_FIYAT_TL,BIRIM_FIYAT_USD,ODEME_TUTARI_NET_TL,ODEME_TUTARI_NET_USD
100035,SIP23000023,1,2023-01-09,OD02,30,1,2023-02-08,0.2,165488.832,8802.5974,95.769,5.0941,137907.36,7335.4979
100036,SIP23000024,1,2023-01-10,OD01,0,1,2023-01-10,0.2,98722.1606,5251.1788,142.8272,7.5972,82268.4672,4375.9823
100037,SIP23000024,2,2023-01-10,OD01,0,1,2023-01-10,0.2,194035.968,10321.0621,168.434,8.9593,161696.64,8600.8851
100038,SIP23000025,1,2023-01-10,OD04,90,1,2023-04-10,0.2,488831.76,26001.6894,203.6799,10.834,407359.8,21668.0745
100039,SIP23000025,2,2023-01-10,OD04,90,1,2023-04-10,0.2,1651262.0544,87833.088,358.3468,19.061,1376051.712,73194.24
100040,SIP23000025,3,2023-01-10,OD04,90,1,2023-04-10,0.2,71093.8944,3781.5901,164.5692,8.7537,59244.912,3151.3251
100041,SIP23000026,1,2023-01-10,OD04,90,1,2023-04-10,0.2,736819.848,39192.5451,341.1203,18.1447,614016.54,32660.4543
100042,SIP23000026,2,2023-01-10,OD04,90,1,2023-04-10,0.2,149686.848,7962.0664,129.9365,6.9115,124739.04,6635.0553
100043,SIP23000026,3,2023-01-10,OD04,90,1,2023-04-10,0.2,120763.296,6423.5796,167.7268,8.9216,100636.08,5352.983
100044,STK23000004,1,2023-01-10,OD05,0,0.3,2023-01-10,0.2,14793.4771,786.8871,171.2208,9.1075,12327.8976,655.7392
100044,STK23000004,1,2023-01-10,OD05,60,0.7,2023-03-11,0.2,34518.1133,1836.0699,171.2208,9.1075,28765.0944,1530.0582
100045,STK23000005,1,2023-01-10,OD01,0,1,2023-01-10,0.2,2095484.0832,111461.9193,303.1661,16.1259,1746236.736,92884.9328
100046,SIP23000027,1,2023-01-10,OD08,0,0.2,2023-01-10,0.2,822064.4352,43726.8317,356.7988,18.9787,685053.696,36439.0264
100046,SIP23000027,1,2023-01-10,OD08,45,0.4,2023-02-24,0.2,1644128.8704,87453.6633,356.7988,18.9787,1370107.392,72878.0528
100046,SIP23000027,1,2023-01-10,OD08,90,0.4,2023-04-10,0.2,1644128.8704,87453.6633,356.7988,18.9787,1370107.392,72878.0528
100047,STKB23000003,1,2023-01-10,OD04,90,1,2023-04-10,0.2,46620.144,2479.7949,107.917,5.7403,38850.12,2066.4957
100048,STKB23000003,2,2023-01-10,OD04,90,1,2023-04-10,0.2,91145.3472,4848.1568,316.4769,16.8339,75954.456,4040.1306
100049,SIP23000028,1,2023-01-11,OD08,0,0.2,2023-01-11,0.2,36224.617,1926.8413,262.0415,13.9384,30187.1808,1605.7011
100049,SIP23000028,1,2023-01-11,OD08,45,0.4,2023-02-25,0.2,72449.2339,3853.6827,262.0415,13.9384,60374.3616,3211.4022
100049,SIP23000028,1,2023-01-11,OD08,90,0.4,2023-04-11,0.2,72449.2339,3853.6827,262.0415,13.9384,60374.3616,3211.4022
100050,SIP23000029,1,2023-01-11,OD01,0,1,2023-01-11,0.2,408031.6032,21703.8087,354.1941,18.8401,340026.336,18086.5072
100051,SIP23000030,1,2023-01-11,OD08,0,0.2,2023-01-11,0.2,559399.9104,29755.3144,404.6585,21.5244,466166.592,24796.0953
100051,SIP23000030,1,2023-01-11,OD08,45,0.4,2023-02-25,0.2,1118799.8208,59510.6288,404.6585,21.5244,932333.184,49592.1906
100051,SIP23000030,1,2023-01-11,OD08,90,0.4,2023-04-11,0.2,1118799.8208,59510.6288,404.6585,21.5244,932333.184,49592.1906
100052,STKB23000004,1,2023-01-11,OD04,90,1,2023-04-11,0.2,236104.6752,12558.7593,273.2693,14.5356,196753.896,10465.6328
100053,STKB23000004,2,2023-01-11,OD04,90,1,2023-04-11,0.2,415512.8064,22101.745,360.6882,19.1855,346260.672,18418.1209
100054,SIP23000031,1,2023-01-11,OD02,30,1,2023-02-10,0.2,2340746.0352,124507.7678,338.6496,18.0133,1950621.696,103756.4732
100055,SIP23000031,2,2023-01-11,OD02,30,1,2023-02-10,0.2,252271.872,13418.7166,87.5944,4.6593,210226.56,11182.2638
100056,SIP23000032,1,2023-01-11,OD08,0,0.2,2023-01-11,0.2,29826.481,1586.5149,345.2139,18.3624,24855.4008,1322.0958
100056,SIP23000032,1,2023-01-11,OD08,45,0.4,2023-02-25,0.2,59652.9619,3173.0299,345.2139,18.3624,49710.8016,2644.1916
100056,SIP23000032,1,2023-01-11,OD08,90,0.4,2023-04-11,0.2,59652.9619,3173.0299,345.2139,18.3624,49710.8016,2644.1916
100057,SIP23000032,2,2023-01-11,OD08,0,0.2,2023-01-11,0.2,28682.2944,1525.654,199.1826,10.5948,23901.912,1271.3783
100057,SIP23000032,2,2023-01-11,OD08,45,0.4,2023-02-25,0.2,57364.5888,3051.3079,199.1826,10.5948,47803.824,2542.7566
100057,SIP23000032,2,2023-01-11,OD08,90,0.4,2023-04-11,0.2,57364.5888,3051.3079,199.1826,10.5948,47803.824,2542.7566
100058,SIP23000032,3,2023-01-11,OD08,0,0.2,2023-01-11,0.2,28151.4787,1497.4191,325.8273,17.3312,23459.5656,1247.8492
100058,SIP23000032,3,2023-01-11,OD08,45,0.4,2023-02-25,0.2,56302.9574,2994.8382,325.8273,17.3312,46919.1312,2495.6985
100058,SIP23000032,3,2023-01-11,OD08,90,0.4,2023-04-11,0.2,56302.9574,2994.8382,325.8273,17.3312,46919.1312,2495.6985
100059,SIP23000032,4,2023-01-11,OD08,0,0.2,2023-01-11,0.2,158042.496,8406.5157,329.2552,17.5136,131702.08,7005.4298
100059,SIP23000032,4,2023-01-11,OD08,45,0.4,2023-02-25,0.2,316084.992,16813.0315,329.2552,17.5136,263404.16,14010.8596
100059,SIP23000032,4,2023-01-11,OD08,90,0.4,2023-04-11,0.2,316084.992,16813.0315,329.2552,17.5136,263404.16,14010.8596
100060,SIP23000033,1,2023-01-12,OD02,30,1,2023-02-11,0.2,1986211.2,105649.5319,206.897,11.0052,1655176,88041.2766
100061,SIP23000033,2,2023-01-12,OD02,30,1,2023-02-11,0.2,401966.5536,21381.1997,348.9293,18.5601,334972.128,17817.6664
100062,SIP23000034,1,2023-01-13,OD06,0,0.5,2023-01-13,0.2,313823.7,16692.75,174.3465,9.2737,261519.75,13910.625
100062,SIP23000034,1,2023-01-13,OD06,45,0.5,2023-02-27,0.2,313823.7,16692.75,174.3465,9.2737,261519.75,13910.625
100063,SIP23000035,1,2023-01-13,OD07,60,0,2023-03-14,0.2,0,0,199.6078,10.6174,0,0
100063,SIP23000035,1,2023-01-13,OD07,120,1,2023-05-13,0.2,1197646.8,63704.617,199.6078,10.6174,998039,53087.1809
100064,SIP23000035,2,2023-01-13,OD07,60,0,2023-03-14,0.2,0,0,393.2862,20.9195,0,0
100064,SIP23000035,2,2023-01-13,OD07,120,1,2023-05-13,0.2,226532.8512,12049.6197,393.2862,20.9195,188777.376,10041.3498
100065,SIP23000035,3,2023-01-13,OD07,60,0,2023-03-14,0.2,0,0,203.7864,10.8397,0,0
100065,SIP23000035,3,2023-01-13,OD07,120,1,2023-05-13,0.2,1956349.44,104061.1404,203.7864,10.8397,1630291.2,86717.617
100066,SIP23000036,1,2023-01-13,OD04,90,1,2023-04-13,0.2,132306.8544,7037.5986,114.8497,6.109,110255.712,5864.6655
100067,SIP23000037,1,2023-01-13,OD01,0,1,2023-01-13,0.2,766097.28,40749.8553,212.8048,11.3194,638414.4,33958.2128
100068,SIP23000038,1,2023-01-16,OD03,60,1,2023-03-17,0.2,210466.0454,11195.0024,304.4937,16.1965,175388.3712,9329.1687
100069,SIP23000038,2,2023-01-16,OD03,60,1,2023-03-17,0.2,255225.8074,13575.8408,369.2503,19.641,212688.1728,11313.2007
100070,SIP23000038,3,2023-01-16,OD03,60,1,2023-03-17,0.2,293791.536,15627.2094,204.0219,10.8522,244826.28,13022.6745
100071,SIP23000039,1,2023-01-17,OD01,0,1,2023-01-17,0.2,322673.0688,17163.4611,186.7321,9.9326,268894.224,14302.8843
100072,STK23000006,1,2023-01-17,OD02,30,1,2023-02-16,0.2,295887.168,15738.6791,205.4772,10.9296,246572.64,13115.566
100073,SIP23000040,1,2023-01-17,OD01,0,1,2023-01-17,0.2,138636.864,7374.3013,192.5512,10.2421,115530.72,6145.2511
100074,SIP23000041,1,2023-01-17,OD07,60,0,2023-03-18,0.2,0,0,306.2055,16.2875,0,0
100074,SIP23000041,1,2023-01-17,OD07,120,1,2023-05-17,0.2,734893.2,39090.0638,306.2055,16.2875,612411,32575.0532
100075,SIP23000042,1,2023-01-17,OD08,0,0.2,2023-01-17,0.2,30270.3022,1610.1225,218.9692,11.6473,25225.2518,1341.7687
100075,SIP23000042,1,2023-01-17,OD08,45,0.4,2023-03-03,0.2,60540.6044,3220.2449,218.9692,11.6473,50450.5037,2683.5374
100075,SIP23000042,1,2023-01-17,OD08,90,0.4,2023-04-17,0.2,60540.6044,3220.2449,218.9692,11.6473,50450.5037,2683.5374
100076,SIP23000043,1,2023-01-17,OD08,0,0.2,2023-01-17,0.2,62694.6,3334.8191,52.2455,2.779,52245.5,2779.016
100076,SIP23000043,1,2023-01-17,OD08,45,0.4,2023-03-03,0.2,125389.2,6669.6383,52.2455,2.779,104491,5558.0319
100076,SIP23000043,1,2023-01-17,OD08,90,0.4,2023-04-17,0.2,125389.2,6669.6383,52.2455,2.779,104491,5558.0319
100077,SIP23000044,1,2023-01-18,OD05,0,0.3,2023-01-18,0.2,1007033.04,53565.5872,233.1095,12.3994,839194.2,44637.9894
100077,SIP23000044,1,2023-01-18,OD05,60,0.7,2023-03-19,0.2,2349743.76,124986.3702,233.1095,12.3994,1958119.8,104155.3085
100078,STK23000007,1,2023-01-19,OD08,0,0.2,2023-01-19,0.2,47488.9104,2526.0059,329.7841,17.5417,39574.092,2105.0049
100078,STK23000007,1,2023-01-19,OD08,45,0.4,2023-03-05,0.2,94977.8208,5052.0117,329.7841,17.5417,79148.184,4210.0098
100078,STK23000007,1,2023-01-19,OD08,90,0.4,2023-04-19,0.2,94977.8208,5052.0117,329.7841,17.5417,79148.184,4210.0098
100079,SIP23000045,1,2023-01-19,OD06,0,0.5,2023-01-19,0.2,1541978.496,82020.1328,267.7046,14.2396,1284982.08,68350.1106
100079,SIP23000045,1,2023-01-19,OD06,45,0.5,2023-03-05,0.2,1541978.496,82020.1328,267.7046,14.2396,1284982.08,68350.1106
100080,SIP23000046,1,2023-01-19,OD01,0,1,2023-01-19,0.2,2258475.264,120131.663,326.747,17.3802,1882062.72,100109.7191
100081,SIP23000046,2,2023-01-19,OD01,0,1,2023-01-19,0.2,24770.3789,1317.5733,143.3471,7.6248,20641.9824,1097.9778
100082,SIP23000047,1,2023-01-19,OD05,0,0.3,2023-01-19,0.2,608528.4019,32368.532,293.4647,15.6098,507107.0016,26973.7767
100082,SIP23000047,1,2023-01-19,OD05,60,0.7,2023-03-20,0.2,1419899.6045,75526.5747,293.4647,15.6098,1183249.6704,62938.8123
100083,SIP23000047,2,2023-01-19,OD05,0,0.3,2023-01-19,0.2,140268.672,7461.0996,270.58,14.3926,116890.56,6217.583
100083,SIP23000047,2,2023-01-19,OD05,60,0.7,2023-03-20,0.2,327293.568,17409.2323,270.58,14.3926,272744.64,14507.6936
100084,SIP23000047,3,2023-01-19,OD05,0,0.3,2023-01-19,0.2,9782.3946,520.3401,47.1759,2.5094,8151.9955,433.6168
100084,SIP23000047,3,2023-01-19,OD05,60,0.7,2023-03-20,0.2,22825.5875,1214.127,47.1759,2.5094,19021.3229,1011.7725
100085,SIP23000047,4,2023-01-19,OD05,0,0.3,2023-01-19,0.2,177077.3011,9419.0054,341.5843,18.1694,147564.4176,7849.1711
100085,SIP23000047,4,2023-01-19,OD05,60,0.7,2023-03-20,0.2,413180.3693,21977.6792,341.5843,18.1694,344316.9744,18314.7327
100086,STK23000008,1,2023-01-20,OD02,30,1,2023-02-19,0.2,1046864.16,55684.2638,290.7956,15.4679,872386.8,46403.5532
100087,SIP23000048,1,2023-01-20,OD04,90,1,2023-04-20,0.2,220594.824,11733.7672,306.3817,16.2969,183829.02,9778.1394
100088,SIP23000048,2,2023-01-20,OD04,90,1,2023-04-20,0.2,97115.904,5165.7396,168.604,8.9683,80929.92,4304.783
100089,SIP23000048,3,2023-01-20,OD04,90,1,2023-04-20,0.2,1328484.096,70664.0477,230.6396,12.2681,1107070.08,58886.7064
100090,SIP23000049,1,2023-01-20,OD03,60,1,2023-03-21,0.2,4338600,230776.5957,180.775,9.6157,3615500,192313.8298
100091,SIP23000050,1,2023-01-20,OD07,60,0,2023-03-21,0.2,0,0,326.8125,17.3836,0,0
100091,SIP23000050,1,2023-01-20,OD07,120,1,2023-05-20,0.2,2258928,120155.7447,326.8125,17.3836,1882440,100129.7872
100092,SIP23000050,2,2023-01-20,OD07,60,0,2023-03-21,0.2,0,0,25.0894,1.3345,0,0
100092,SIP23000050,2,2023-01-20,OD07,120,1,2023-05-20,0.2,57805.9776,3074.786,25.0894,1.3345,48171.648,2562.3217
100093,SIP23000050,3,2023-01-20,OD07,60,0,2023-03-21,0.2,0,0,373.9576,19.8914,0,0
100093,SIP23000050,3,2023-01-20,OD07,120,1,2023-05-20,0.2,2584794.9312,137489.0921,373.9576,19.8914,2153995.776,114574.2434
100094,SIP23000051,1,2023-01-23,OD02,30,1,2023-02-22,0.2,1057844.736,56268.337,367.3072,19.5376,881537.28,46890.2809
100095,SIP23000052,1,2023-01-23,OD02,30,1,2023-02-22,0.2,196904.448,10473.6409,136.7392,7.2734,164087.04,8728.034
100096,SIP23000052,2,2023-01-23,OD02,30,1,2023-02-22,0.2,433638.9504,23065.9016,376.4227,20.0225,361365.792,19221.5847
100097,SIP23000052,3,2023-01-23,OD02,30,1,2023-02-22,0.2,3006290.88,159909.0894,208.7702,11.1048,2505242.4,133257.5745
100098,SIP23000053,1,2023-01-23,OD07,60,0,2023-03-24,0.2,0,0,79.2065,4.2131,0,0
100098,SIP23000053,1,2023-01-23,OD07,120,1,2023-05-23,0.2,456229.44,24267.5234,79.2065,4.2131,380191.2,20222.9362
100099,SIP23000053,2,2023-01-23,OD07,60,0,2023-03-24,0.2,0,0,344.5478,18.327,0,0
100099,SIP23000053,2,2023-01-23,OD07,120,1,2023-05-23,0.2,396919.0656,21112.7163,344.5478,18.327,330765.888,17593.9302
100100,SIP23000053,3,2023-01-23,OD07,60,0,2023-03-24,0.2,0,0,274.1713,14.5836,0,0
100100,SIP23000053,3,2023-01-23,OD07,120,1,2023-05-23,0.2,1895072.0256,100801.7035,274.1713,14.5836,1579226.688,84001.4196
100101,STK23000009,1,2023-01-23,OD05,0,0.3,2023-01-23,0.2,116290.512,6185.6655,134.5955,7.1593,96908.76,5154.7213
100101,STK23000009,1,2023-01-23,OD05,60,0.7,2023-03-24,0.2,271344.528,14433.2196,134.5955,7.1593,226120.44,12027.683
100102,SIP23000054,1,2023-01-23,OD07,60,0,2023-03-24,0.2,0,0,303.56,16.1468,0,0
100102,SIP23000054,1,2023-01-23,OD07,120,1,2023-05-23,0.2,26227.584,1395.0843,303.56,16.1468,21856.32,1162.5702
100103,STK23000010,1,2023-01-23,OD05,0,0.3,2023-01-23,0.2,4137.1223,220.0597,159.6112,8.49,3447.6019,183.3831
100103,STK23000010,1,2023-01-23,OD05,60,0.7,2023-03-24,0.2,9653.2854,513.4726,159.6112,8.49,8044.4045,427.8939
100104,SIP23000055,1,2023-01-23,OD03,60,1,2023-03-24,0.2,694870.56,36961.2,289.5294,15.4005,579058.8,30801
100105,SIP23000056,1,2023-01-24,OD05,0,0.3,2023-01-24,0.2,53760.1666,2859.5833,414.8161,22.0647,44800.1388,2382.9861
100105,SIP23000056,1,2023-01-24,OD05,60,0.7,2023-03-25,0.2,125440.3886,6672.3611,414.8161,22.0647,104533.6572,5560.3009
100106,SIP23000057,1,2023-01-24,OD07,60,0,2023-03-25,0.2,0,0,201.3477,10.71,0,0
100106,SIP23000057,1,2023-01-24,OD07,120,1,2023-05-24,0.2,144970.344,7711.1885,201.3477,10.71,120808.62,6425.9904
100107,SIP23000058,1,2023-01-24,OD07,60,0,2023-03-25,0.2,0,0,207.7934,11.0528,0,0
100107,SIP23000058,1,2023-01-24,OD07,120,1,2023-05-24,0.2,89766.7488,4774.8271,207.7934,11.0528,74805.624,3979.0226
100108,SIP23000059,1,2023-01-24,OD04,90,1,2023-04-24,0.2,173355.84,9221.0553,150.4825,8.0044,144463.2,7684.2128
100109,SIP23000059,2,2023-01-24,OD04,90,1,2023-04-24,0.2,199821.672,10628.8123,277.5301,14.7622,166518.06,8857.3436
100110,SIP23000060,1,2023-01-24,OD05,0,0.3,2023-01-24,0.2,9344.7821,497.0629,90.131,4.7942,7787.3184,414.2191
100110,SIP23000060,1,2023-01-24,OD05,60,0.7,2023-03-25,0.2,21804.4915,1159.8134,90.131,4.7942,18170.4096,966.5111
100111,SIP23000061,1,2023-01-24,OD04,90,1,2023-04-24,0.2,147456.72,7843.4426,341.335,18.1561,122880.6,6536.2021
100112,SIP23000061,2,2023-01-24,OD04,90,1,2023-04-24,0.2,214625.065,11416.2269,310.5108,16.5165,178854.2208,9513.5224
100113,SIP23000062,1,2023-01-25,OD07,60,0,2023-03-26,0.2,0,0,314.3431,16.7204,0,0
100113,SIP23000062,1,2023-01-25,OD07,120,1,2023-05-25,0.2,3621232.512,192618.7506,314.3431,16.7204,3017693.76,160515.6255
100114,SIP23000062,2,2023-01-25,OD07,60,0,2023-03-26,0.2,0,0,258.0743,13.7274,0,0
100114,SIP23000062,2,2023-01-25,OD07,120,1,2023-05-25,0.2,89190.4781,4744.1744,258.0743,13.7274,74325.3984,3953.4786
100115,SIP23000063,1,2023-01-25,OD06,0,0.5,2023-01-25,0.2,1496499.12,79601.017,207.8471,11.0557,1247082.6,66334.1809
100115,SIP23000063,1,2023-01-25,OD06,45,0.5,2023-03-11,0.2,1496499.12,79601.017,207.8471,11.0557,1247082.6,66334.1809
100116,SIP23000064,1,2023-01-25,OD04,90,1,2023-04-25,0.2,1166974.2,62073.0957,324.1595,17.2425,972478.5,51727.5798
100117,SIP23000065,1,2023-01-25,OD01,0,1,2023-01-25,0.2,652717.2096,34719.0005,141.6487,7.5345,543931.008,28932.5004
100118,SIP23000066,1,2023-01-25,OD08,0,0.2,2023-01-25,0.2,227955,12125.266,189.9625,10.1044,189962.5,10104.3883
100118,SIP23000066,1,2023-01-25,OD08,45,0.4,2023-03-11,0.2,455910,24250.5319,189.9625,10.1044,379925,20208.7766
100118,SIP23000066,1,2023-01-25,OD08,90,0.4,2023-04-25,0.2,455910,24250.5319,189.9625,10.1044,379925,20208.7766
100119,SIP23000067,1,2023-01-26,OD01,0,1,2023-01-26,0.2,244090.8864,12983.5578,141.2563,7.5136,203409.072,10819.6315
100120,STK23000011,1,2023-01-26,OD06,0,0.5,2023-01-26,0.2,820104,43622.5532,170.855,9.088,683420,36352.1277
100120,STK23000011,1,2023-01-26,OD06,45,0.5,2023-03-12,0.2,820104,43622.5532,170.855,9.088,683420,36352.1277
100121,STK23000011,2,2023-01-26,OD06,0,0.5,2023-01-26,0.2,122495.2243,6515.7034,354.4422,18.8533,102079.3536,5429.7529
100121,STK23000011,2,2023-01-26,OD06,45,0.5,2023-03-12,0.2,122495.2243,6515.7034,354.4422,18.8533,102079.3536,5429.7529
100122,STK23000011,3,2023-01-26,OD06,0,0.5,2023-01-26,0.2,84233.6064,4480.511,146.2389,7.7787,70194.672,3733.7591
100122,STK23000011,3,2023-01-26,OD06,45,0.5,2023-03-12,0.2,84233.6064,4480.511,146.2389,7.7787,70194.672,3733.7591
100123,SIP23000068,1,2023-01-26,OD06,0,0.5,2023-01-26,0.2,1069141.248,56869.2153,309.358,16.4552,890951.04,47391.0128
